,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-04-26 00:00:00,1.4767,9.4791,16.0343,34.3528,207.7058,266.4504,551.2591,1040.961,4304.0107,117.9072,117.9072,117.9072,117.9072,117.9072,117.9072,0.7118,0.7118
2020-04-26 00:30:00,1.4514,8.9204,15.8381,34.0102,206.3707,264.4728,550.3208,1036.5094,4284.8669,118.6065,118.6065,118.6065,118.6065,118.6065,118.6065,0.6569,0.6569
2020-04-26 01:00:00,1.4159,8.3847,15.6317,33.5392,205.0544,262.1575,547.0901,1026.5597,4283.0849,115.0842,115.0842,115.0842,115.0842,115.0842,115.0842,0.6241,0.6241
2020-04-26 01:30:00,1.4098,8.2812,15.4357,33.2441,203.6005,260.4401,546.2936,1021.6962,4260.6622,119.235,119.235,119.235,119.235,119.235,119.235,0.5893,0.5893
2020-04-26 02:00:00,1.3951,8.2534,15.2414,33.057,203.1983,258.8893,545.7216,1022.7394,4220.9229,124.4004,124.4004,124.4004,124.4004,124.4004,124.4004,0.5681,0.5681
2020-04-26 02:30:00,1.3839,8.2015,14.8969,32.9702,202.3063,259.5444,542.8576,1013.4646,4219.2615,117.669,117.669,117.669,117.669,117.669,117.669,0.5414,0.5414
2020-04-26 03:00:00,1.3761,8.346,14.9597,32.9116,202.7017,257.66,540.2157,1013.1968,4229.3651,123.8571,123.8571,123.8571,123.8571,123.8571,123.8571,0.5311,0.5311
2020-04-26 03:30:00,1.3713,8.2155,14.8002,32.734,202.0839,256.6649,537.9463,1010.8556,4198.6231,120.2871,120.2871,120.2871,120.2871,120.2871,120.2871,0.5281,0.5281
2020-04-26 04:00:00,1.3801,8.4952,14.8414,32.8073,203.012,255.4702,535.65,1006.5514,4178.4966,120.2239,120.2239,120.2239,120.2239,120.2239,120.2239,0.5252,0.5252
2020-04-26 04:30:00,1.3864,8.4643,14.8493,32.9473,203.9989,256.9877,531.7987,1013.8125,4189.9159,119.1842,119.1842,119.1842,119.1842,119.1842,119.1842,0.5236,0.5236
2020-04-26 05:00:00,1.4116,8.562,15.0651,33.5176,205.1539,259.5815,534.567,1011.6665,4217.322,121.4184,121.4184,121.4184,121.4184,121.4184,121.4184,0.5261,0.5261
2020-04-26 05:30:00,1.4079,8.3907,15.3132,33.9343,206.0817,258.9771,536.8864,1012.7786,4184.0264,115.7664,115.7664,115.7664,115.7664,115.7664,115.7664,0.5216,0.5216
2020-04-26 06:00:00,1.3785,8.2951,15.3991,34.2501,206.1852,255.7457,538.9681,1011.8032,4170.2071,116.9923,116.9923,116.9923,116.9923,116.9923,116.9923,0.5405,0.5405
2020-04-26 06:30:00,1.3111,7.4911,15.0555,33.6516,203.5754,245.8634,536.8729,996.8024,4107.4241,104.8688,104.8688,104.8688,104.8688,104.8688,104.8688,0.5351,0.5351
2020-04-26 07:00:00,1.3029,6.1443,15.0015,34.014,202.5595,235.2383,536.3883,988.7934,4039.9083,110.0624,110.0624,110.0624,110.0624,110.0624,110.0624,0.5339,0.5339
2020-04-26 07:30:00,1.338,4.5699,15.2038,33.9144,198.8817,229.7304,533.6843,970.9673,4002.94,108.4931,108.4931,108.4931,108.4931,108.4931,108.4931,0.5637,0.5637
2020-04-26 08:00:00,1.3761,3.9783,15.593,34.4703,198.9784,228.9327,534.3639,962.6472,3950.6814,116.1601,116.1601,116.1601,116.1601,116.1601,116.1601,0.5826,0.5826
2020-04-26 08:30:00,1.3807,3.6068,15.8377,34.8403,198.8092,228.6104,537.7672,958.9613,3932.7986,110.5497,110.5497,110.5497,110.5497,110.5497,110.5497,0.5766,0.5766
2020-04-26 09:00:00,1.4187,3.6236,16.4148,35.3873,198.9518,227.3458,541.5288,953.9961,3916.3189,109.9689,109.9689,109.9689,109.9689,109.9689,109.9689,0.6227,0.6227
2020-04-26 09:30:00,1.4534,3.5955,16.8089,36.1634,198.5007,228.7394,543.4888,962.1526,3943.0064,109.1718,109.1718,109.1718,109.1718,109.1718,109.1718,0.6524,0.6524
2020-04-26 10:00:00,1.488,3.6429,17.153,36.6961,199.9755,226.9526,547.3517,961.4568,3983.5088,109.867,109.867,109.867,109.867,109.867,109.867,0.6813,0.6813
2020-04-26 10:30:00,1.5359,3.7151,17.5576,37.2029,201.6421,225.2075,548.7826,968.2601,4023.5635,113.4354,113.4354,113.4354,113.4354,113.4354,113.4354,0.7094,0.7094
2020-04-26 11:00:00,1.5724,3.658,17.9887,37.6015,203.6713,225.5873,551.8657,973.5148,3861.5137,98.3194,98.3194,98.3194,98.3194,98.3194,98.3194,0.7405,0.7405
2020-04-26 11:30:00,1.5977,3.722,18.3194,38.047,205.0355,225.1179,554.4139,975.0039,3609.2643,106.8447,106.8447,106.8447,106.8447,106.8447,106.8447,0.7549,0.7549
