,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-06-07 00:00:00,1.4581,10.7791,15.7442,34.2408,212.0144,260.8602,559.1148,1047.9734,4125.4723,60.3988,60.3988,60.3988,60.3988,60.3988,60.3988,0.6618,0.6618
2020-06-07 00:30:00,1.4337,10.4281,15.4433,33.8389,211.9749,259.1853,556.4272,1045.0426,4127.7612,61.0469,61.0469,61.0469,61.0469,61.0469,61.0469,0.6227,0.6227
2020-06-07 01:00:00,1.42,9.8996,15.3811,33.5387,210.6261,257.847,555.4069,1036.7572,4094.3295,62.6509,62.6509,62.6509,62.6509,62.6509,62.6509,0.5852,0.5852
2020-06-07 01:30:00,1.4211,9.4453,15.198,33.2198,208.4391,259.9834,550.4974,1030.7656,4076.7803,57.8245,57.8245,57.8245,57.8245,57.8245,57.8245,0.5659,0.5659
2020-06-07 02:00:00,1.4143,9.2372,15.0768,32.8587,208.4744,258.5308,550.4981,1022.8586,4068.6878,58.8973,58.8973,58.8973,58.8973,58.8973,58.8973,0.5466,0.5466
2020-06-07 02:30:00,1.3991,9.2447,14.8951,32.7678,207.5193,255.7247,548.4014,1016.2416,4039.9829,62.9055,62.9055,62.9055,62.9055,62.9055,62.9055,0.5376,0.5376
2020-06-07 03:00:00,1.3912,9.3628,14.9033,32.5926,206.9324,255.2788,548.5334,1013.0875,4036.6003,58.9846,58.9846,58.9846,58.9846,58.9846,58.9846,0.5223,0.5223
2020-06-07 03:30:00,1.3936,9.0592,15.0475,32.5832,206.4363,252.9969,544.8739,1004.7103,4025.0122,61.6912,61.6912,61.6912,61.6912,61.6912,61.6912,0.5125,0.5125
2020-06-07 04:00:00,1.3926,9.1791,14.9959,32.8037,206.2035,251.371,543.2585,1004.11,4011.0416,71.5437,71.5437,71.5437,71.5437,71.5437,71.5437,0.5179,0.5179
2020-06-07 04:30:00,1.4026,9.0765,15.0359,33.2527,206.6955,252.2391,546.4236,1004.1853,4045.1019,65.4914,65.4914,65.4914,65.4914,65.4914,65.4914,0.5148,0.5148
2020-06-07 05:00:00,1.4125,9.3833,15.2044,33.7974,208.0658,254.5195,548.3378,1003.4212,4069.5663,70.3073,70.3073,70.3073,70.3073,70.3073,70.3073,0.5239,0.5239
2020-06-07 05:30:00,1.3685,9.0009,15.3074,33.7384,208.1066,253.6958,547.5619,996.5746,4016.6947,58.6464,58.6464,58.6464,58.6464,58.6464,58.6464,0.5343,0.5343
2020-06-07 06:00:00,1.3443,8.39,15.3106,33.5349,207.2918,245.1831,546.0317,984.2216,3968.7986,47.5532,47.5532,47.5532,47.5532,47.5532,47.5532,0.5339,0.5339
2020-06-07 06:30:00,1.3404,6.8471,15.4499,33.9526,206.6739,233.9506,546.4759,977.8614,3870.9613,42.7285,42.7285,42.7285,42.7285,42.7285,42.7285,0.5277,0.5277
2020-06-07 07:00:00,1.3411,5.6466,15.783,34.4644,205.3062,224.8964,547.7025,966.0968,3805.9682,47.516,47.516,47.516,47.516,47.516,47.516,0.5501,0.5501
2020-06-07 07:30:00,1.3667,4.6468,15.9632,34.717,202.2414,217.8236,546.9988,953.0533,3720.4373,48.0692,48.0692,48.0692,48.0692,48.0692,48.0692,0.549,0.549
2020-06-07 08:00:00,1.3979,4.1331,16.6641,35.1688,202.9164,216.1462,543.802,943.932,3700.1507,47.4509,47.4509,47.4509,47.4509,47.4509,47.4509,0.5634,0.5634
2020-06-07 08:30:00,1.4157,3.7993,16.9958,35.5222,202.5924,216.256,546.6386,936.9976,3707.7571,54.2357,54.2357,54.2357,54.2357,54.2357,54.2357,0.5856,0.5856
2020-06-07 09:00:00,1.4481,3.8331,17.4649,35.9011,202.7618,215.4979,549.3111,940.7966,3685.4259,49.7413,49.7413,49.7413,49.7413,49.7413,49.7413,0.6022,0.6022
2020-06-07 09:30:00,1.4939,3.8911,17.9856,36.383,203.7054,216.3889,549.6315,940.6447,3681.495,50.4734,50.4734,50.4734,50.4734,50.4734,50.4734,0.6207,0.6207
2020-06-07 10:00:00,1.5631,3.8155,18.1936,36.6388,203.2188,217.7392,548.4147,946.9803,3688.4625,47.7892,47.7892,47.7892,47.7892,47.7892,47.7892,0.6534,0.6534
2020-06-07 10:30:00,1.6036,3.7364,18.6258,36.8599,204.0327,217.8204,552.0688,950.5663,3673.716,48.0728,48.0728,48.0728,48.0728,48.0728,48.0728,0.6666,0.6666
2020-06-07 11:00:00,1.6027,3.8019,18.7342,37.2228,204.8824,217.9653,553.8775,951.7791,3661.6394,50.0307,50.0307,50.0307,50.0307,50.0307,50.0307,0.671,0.671
2020-06-07 11:30:00,1.646,3.7476,19.0339,37.3259,206.4796,219.1134,560.3892,958.2482,3681.344,47.5634,47.5634,47.5634,47.5634,47.5634,47.5634,0.6684,0.6684
2020-06-07 12:00:00,1.6823,3.5435,18.9767,37.2527,207.422,222.8029,562.1233,958.6589,3698.0966,54.8084,54.8084,54.8084,54.8084,54.8084,54.8084,0.6763,0.6763
