,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-01-18 00:00:00,1.6702,8.7672,18.3159,36.6575,228.1387,309.2669,562.8156,1112.0891,4108.8671,120.9202,120.9202,120.9202,120.9202,120.9202,120.9202,0.8098,0.8098
2020-01-18 00:30:00,1.653,8.6257,18.0853,36.2175,224.624,307.3865,558.7396,1104.3267,4078.8674,111.8466,111.8466,111.8466,111.8466,111.8466,111.8466,0.7817,0.7817
2020-01-18 01:00:00,1.6392,8.5231,17.8681,35.9135,222.6294,304.0224,556.1908,1097.2788,4075.8757,121.9999,121.9999,121.9999,121.9999,121.9999,121.9999,0.7591,0.7591
2020-01-18 01:30:00,1.6262,8.53,17.8559,35.6692,219.3384,304.173,548.4855,1090.6312,4042.3826,125.9257,125.9257,125.9257,125.9257,125.9257,125.9257,0.7378,0.7378
2020-01-18 02:00:00,1.6279,8.4767,17.7766,35.4661,216.4493,303.1441,543.3609,1081.3162,4003.4264,115.576,115.576,115.576,115.576,115.576,115.576,0.7292,0.7292
2020-01-18 02:30:00,1.6322,8.5609,17.643,35.2306,215.45,302.9962,547.1535,1076.1489,3972.2237,108.1844,108.1844,108.1844,108.1844,108.1844,108.1844,0.7205,0.7205
2020-01-18 03:00:00,1.6361,8.5696,17.7404,35.0382,215.8003,301.1696,548.0852,1071.2469,3965.9986,115.6732,115.6732,115.6732,115.6732,115.6732,115.6732,0.7054,0.7054
2020-01-18 03:30:00,1.6452,8.7568,17.8455,35.0514,215.0367,301.1658,546.5474,1067.8613,3975.836,121.3589,121.3589,121.3589,121.3589,121.3589,121.3589,0.6961,0.6961
2020-01-18 04:00:00,1.6413,8.6892,18.2482,35.6297,218.2893,304.2523,549.7997,1070.2358,3949.8566,113.485,113.485,113.485,113.485,113.485,113.485,0.7055,0.7055
2020-01-18 04:30:00,1.6575,9.0723,18.5321,36.2226,220.9202,308.5446,552.5339,1068.4557,3954.0921,108.5805,108.5805,108.5805,108.5805,108.5805,108.5805,0.7176,0.7176
2020-01-18 05:00:00,1.7051,9.0894,18.7572,37.0909,223.6134,312.6456,557.366,1075.8978,3950.0802,107.6384,107.6384,107.6384,107.6384,107.6384,107.6384,0.7411,0.7411
2020-01-18 05:30:00,1.7621,9.2211,19.3552,38.0693,226.6267,313.9163,561.6152,1079.8521,3924.3888,111.4154,111.4154,111.4154,111.4154,111.4154,111.4154,0.7732,0.7732
2020-01-18 06:00:00,1.8232,9.3527,20.6328,39.6973,232.4935,319.2058,567.6366,1091.0279,3943.2032,113.5805,113.5805,113.5805,113.5805,113.5805,113.5805,0.7997,0.7997
2020-01-18 06:30:00,1.8589,9.5643,21.2492,40.6038,235.9486,319.7173,571.5611,1094.0282,3962.8479,112.428,112.428,112.428,112.428,112.428,112.428,0.8295,0.8295
2020-01-18 07:00:00,1.8965,9.7402,21.7888,41.0818,238.9523,322.4483,574.7006,1094.6663,3944.7188,100.3894,100.3894,100.3894,100.3894,100.3894,100.3894,0.8764,0.8764
2020-01-18 07:30:00,1.909,8.9,21.7765,40.7889,236.418,317.2022,575.0457,1082.1605,3922.133,87.3074,87.3074,87.3074,87.3074,87.3074,87.3074,0.9159,0.9159
2020-01-18 08:00:00,1.9947,7.8755,22.3983,41.2166,235.9959,312.8148,580.9497,1074.7341,3875.7541,97.9082,97.9082,97.9082,97.9082,97.9082,97.9082,0.9471,0.9471
2020-01-18 08:30:00,2.0573,7.0488,22.8086,41.3584,234.5405,308.5945,586.0484,1066.2373,3809.5477,91.6165,91.6165,91.6165,91.6165,91.6165,91.6165,0.9439,0.9439
2020-01-18 09:00:00,2.1301,5.8695,22.8789,41.4946,234.6359,302.1608,589.5452,1049.4346,3796.538,102.58,102.58,102.58,102.58,102.58,102.58,0.9171,0.9171
2020-01-18 09:30:00,2.1856,5.1703,23.0839,41.6002,233.7873,298.6055,592.1072,1044.8099,3772.1641,85.0454,85.0454,85.0454,85.0454,85.0454,85.0454,0.9112,0.9112
2020-01-18 10:00:00,2.271,5.0884,23.5806,41.8252,234.3389,297.4652,591.7236,1035.77,3831.2845,84.9176,84.9176,84.9176,84.9176,84.9176,84.9176,0.9292,0.9292
2020-01-18 10:30:00,2.2754,4.9713,23.5953,41.9818,231.7086,296.0818,590.8379,1031.8772,3841.0382,87.7274,87.7274,87.7274,87.7274,87.7274,87.7274,0.9126,0.9126
