,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-05-03 00:00:00,1.4054,10.0977,16.0395,33.7242,206.145,257.5369,538.5129,1021.3637,4031.1523,64.3243,64.3243,64.3243,64.3243,64.3243,64.3243,0.6533,0.6533
2020-05-03 00:30:00,1.3757,9.6858,15.7413,33.4612,204.2142,256.6815,536.4442,1011.8521,4023.2538,57.0468,57.0468,57.0468,57.0468,57.0468,57.0468,0.6253,0.6253
2020-05-03 01:00:00,1.3743,9.0614,15.7756,33.0787,202.8812,255.2396,535.502,1007.5717,4016.2232,60.2602,60.2602,60.2602,60.2602,60.2602,60.2602,0.5874,0.5874
2020-05-03 01:30:00,1.3834,8.5176,15.6077,32.7206,201.2544,253.7291,532.9539,993.4335,4026.3634,65.5062,65.5062,65.5062,65.5062,65.5062,65.5062,0.5669,0.5669
2020-05-03 02:00:00,1.3619,8.3153,15.4738,32.5115,201.1124,252.322,527.5862,994.9774,4007.3206,72.8849,72.8849,72.8849,72.8849,72.8849,72.8849,0.5441,0.5441
2020-05-03 02:30:00,1.3535,7.8894,15.3117,32.2372,200.4406,251.2532,524.8886,986.1002,3990.8561,73.4683,73.4683,73.4683,73.4683,73.4683,73.4683,0.5303,0.5303
2020-05-03 03:00:00,1.3512,8.2699,15.4259,32.2823,200.6461,250.0957,524.7549,982.609,3983.4235,72.2622,72.2622,72.2622,72.2622,72.2622,72.2622,0.5255,0.5255
2020-05-03 03:30:00,1.3374,8.2414,15.2769,32.1307,199.5023,250.2789,525.8297,984.1656,3955.0148,64.1854,64.1854,64.1854,64.1854,64.1854,64.1854,0.5223,0.5223
2020-05-03 04:00:00,1.3431,8.3496,15.2296,32.2982,200.0813,249.3631,526.8536,980.1355,3936.1074,59.2385,59.2385,59.2385,59.2385,59.2385,59.2385,0.5272,0.5272
2020-05-03 04:30:00,1.3455,8.2398,15.2767,32.4633,200.992,248.8242,526.6407,982.6941,3943.8761,52.2347,52.2347,52.2347,52.2347,52.2347,52.2347,0.5202,0.5202
2020-05-03 05:00:00,1.3723,8.2955,15.3239,32.8669,202.0152,252.7684,527.1423,982.6019,3930.8249,60.5357,60.5357,60.5357,60.5357,60.5357,60.5357,0.5252,0.5252
2020-05-03 05:30:00,1.3696,8.1758,15.3389,33.2576,202.6704,254.0172,527.5654,983.2174,3902.1994,57.9669,57.9669,57.9669,57.9669,57.9669,57.9669,0.5325,0.5325
2020-05-03 06:00:00,1.3262,8.0013,15.0388,33.293,202.1719,250.5521,530.5123,977.1036,3805.6389,48.8319,48.8319,48.8319,48.8319,48.8319,48.8319,0.5474,0.5474
