,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-06-19 00:00:00,1.661,12.7279,19.3389,38.7161,259.3755,302.6416,638.5872,1246.7923,4447.4211,57.3381,57.3381,57.3381,57.3381,57.3381,57.3381,0.8391,0.8391
2020-06-19 00:30:00,1.624,12.3056,19.0773,38.1523,256.6946,299.018,634.2924,1236.0601,4423.9312,56.342,56.342,56.342,56.342,56.342,56.342,0.7653,0.7653
2020-06-19 01:00:00,1.6107,11.9365,18.6601,37.5647,252.9689,295.5819,634.237,1218.425,4369.7941,51.3684,51.3684,51.3684,51.3684,51.3684,51.3684,0.7108,0.7108
2020-06-19 01:30:00,1.5909,11.421,18.3727,36.8507,249.5732,294.2994,633.0332,1214.9913,4291.6145,55.2563,55.2563,55.2563,55.2563,55.2563,55.2563,0.6954,0.6954
2020-06-19 02:00:00,1.5802,11.5458,18.141,36.4677,247.623,294.9678,626.7357,1206.2057,4262.5546,49.4865,49.4865,49.4865,49.4865,49.4865,49.4865,0.6652,0.6652
2020-06-19 02:30:00,1.5554,11.1973,18.2063,36.1076,247.356,294.4159,627.3249,1200.0065,4279.0602,53.2153,53.2153,53.2153,53.2153,53.2153,53.2153,0.6309,0.6309
2020-06-19 03:00:00,1.5523,10.8823,18.4437,36.1902,248.3195,294.5728,625.2546,1190.349,4245.9067,51.318,51.318,51.318,51.318,51.318,51.318,0.619,0.619
2020-06-19 03:30:00,1.5595,10.237,18.7636,36.2456,248.6379,298.7166,622.7125,1191.2773,4234.1125,54.2467,54.2467,54.2467,54.2467,54.2467,54.2467,0.6052,0.6052
2020-06-19 04:00:00,1.5691,10.86,19.4209,36.8306,253.601,295.5746,628.066,1199.2938,4240.0499,51.4255,51.4255,51.4255,51.4255,51.4255,51.4255,0.604,0.604
2020-06-19 04:30:00,1.5791,11.2425,20.1054,37.5302,258.3821,299.5106,637.2645,1199.257,4291.6062,53.0245,53.0245,53.0245,53.0245,53.0245,53.0245,0.5915,0.5915
2020-06-19 05:00:00,1.6488,11.8285,21.5215,38.6278,269.6783,304.3901,659.4948,1224.8639,4328.4888,45.4998,45.4998,45.4998,45.4998,45.4998,45.4998,0.5884,0.5884
2020-06-19 05:30:00,1.637,11.9447,22.6211,38.956,275.5837,307.2291,676.969,1239.0012,4374.3013,55.5063,55.5063,55.5063,55.5063,55.5063,55.5063,0.6016,0.6016
