,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-02-13 00:00:00,1.598,8.6467,17.8742,36.9137,238.7731,324.2799,572.3592,1194.6584,4068.2637,349.0825,349.0825,349.0825,349.0825,349.0825,349.0825,0.6465,0.6465
2020-02-13 00:30:00,1.574,8.4885,17.6039,36.1829,236.0194,320.0355,567.1906,1182.0688,4030.049,348.4497,348.4497,348.4497,348.4497,348.4497,348.4497,0.6263,0.6263
2020-02-13 01:00:00,1.5466,8.4534,17.4592,35.8639,233.4912,315.2043,562.1859,1181.7975,3991.7512,349.5013,349.5013,349.5013,349.5013,349.5013,349.5013,0.5909,0.5909
2020-02-13 01:30:00,1.5434,8.3338,17.3314,35.2985,231.0944,312.7992,560.6265,1171.0323,3975.4526,353.9925,353.9925,353.9925,353.9925,353.9925,353.9925,0.5804,0.5804
2020-02-13 02:00:00,1.5256,8.3019,17.3455,35.2325,230.0624,311.3637,558.322,1159.1995,3925.9988,350.983,350.983,350.983,350.983,350.983,350.983,0.5725,0.5725
2020-02-13 02:30:00,1.5413,8.1489,17.3647,35.1778,228.8017,308.1926,558.934,1152.3993,3907.2535,347.6805,347.6805,347.6805,347.6805,347.6805,347.6805,0.5638,0.5638
2020-02-13 03:00:00,1.5415,8.5653,17.5539,35.3104,229.5259,309.8852,563.8317,1150.3268,3890.6497,332.7296,332.7296,332.7296,332.7296,332.7296,332.7296,0.561,0.561
2020-02-13 03:30:00,1.5534,8.6449,18.0836,35.5802,231.8734,314.2376,568.8671,1159.8772,3890.3033,342.2722,342.2722,342.2722,342.2722,342.2722,342.2722,0.5551,0.5551
2020-02-13 04:00:00,1.5825,8.758,19.2199,36.4486,239.4995,321.3655,586.3201,1159.3953,3932.907,331.7303,331.7303,331.7303,331.7303,331.7303,331.7303,0.5612,0.5612
2020-02-13 04:30:00,1.6269,9.2963,19.9674,37.192,245.7219,329.0322,597.1725,1174.8608,3970.1447,325.1968,325.1968,325.1968,325.1968,325.1968,325.1968,0.5875,0.5875
2020-02-13 05:00:00,1.7311,10.1433,21.9388,39.0619,259.4767,340.5392,621.8639,1210.7133,4025.4547,340.8335,340.8335,340.8335,340.8335,340.8335,340.8335,0.6242,0.6242
2020-02-13 05:30:00,1.8293,11.0568,23.8245,40.5299,271.8167,353.9233,649.6319,1242.3954,4083.8659,323.1499,323.1499,323.1499,323.1499,323.1499,323.1499,0.674,0.674
2020-02-13 06:00:00,2.0162,13.2332,26.959,42.6824,291.1668,369.9162,692.0731,1277.8883,4137.5802,334.6504,334.6504,334.6504,334.6504,334.6504,334.6504,0.7247,0.7247
2020-02-13 06:30:00,2.157,14.7458,28.9444,44.1228,303.1795,379.5952,725.0596,1302.4679,4153.113,320.0809,320.0809,320.0809,320.0809,320.0809,320.0809,0.791,0.791
2020-02-13 07:00:00,2.3005,15.6315,30.9892,44.7107,312.3126,385.7329,748.3446,1315.4985,4134.6274,316.2935,316.2935,316.2935,316.2935,316.2935,316.2935,0.8296,0.8296
2020-02-13 07:30:00,2.4425,15.9382,33.6707,45.3747,318.8373,395.3988,766.7441,1316.6349,4085.5798,325.7884,325.7884,325.7884,325.7884,325.7884,325.7884,0.7738,0.7738
2020-02-13 08:00:00,2.6569,14.7099,35.699,46.2197,323.9132,391.1153,777.787,1315.239,4049.6756,326.9713,326.9713,326.9713,326.9713,326.9713,326.9713,0.7257,0.7257
2020-02-13 08:30:00,2.794,12.6327,36.421,47.0229,324.2404,386.3394,793.0276,1314.1868,4006.0656,327.736,327.736,327.736,327.736,327.736,327.736,0.7132,0.7132
2020-02-13 09:00:00,2.8981,10.9719,36.7237,47.0899,326.4949,380.373,799.0158,1320.6073,4026.1927,318.4564,318.4564,318.4564,318.4564,318.4564,318.4564,0.6823,0.6823
2020-02-13 09:30:00,2.9812,9.7843,36.8066,47.5195,325.7801,382.5396,802.2833,1320.1959,4054.4442,323.3829,323.3829,323.3829,323.3829,323.3829,323.3829,0.6722,0.6722
2020-02-13 10:00:00,3.0429,8.529,37.2829,47.9881,326.351,383.582,805.4228,1319.4018,4010.1893,321.6735,321.6735,321.6735,321.6735,321.6735,321.6735,0.6438,0.6438
2020-02-13 10:30:00,3.0473,8.5053,37.9247,48.1602,325.9841,376.4905,802.3232,1315.4648,4045.2368,326.2367,326.2367,326.2367,326.2367,326.2367,326.2367,0.5896,0.5896
2020-02-13 11:00:00,3.0385,7.6848,38.1345,48.0683,325.5346,372.7894,806.4154,1317.9234,4037.2655,318.1119,318.1119,318.1119,318.1119,318.1119,318.1119,0.5811,0.5811
2020-02-13 11:30:00,3.0134,7.1375,37.8284,48.052,325.9684,372.6076,807.5161,1320.8412,4056.605,317.997,317.997,317.997,317.997,317.997,317.997,0.57,0.57
2020-02-13 12:00:00,2.9438,6.6763,38.0416,47.8868,326.0627,368.7899,808.8227,1304.7109,4079.8732,322.6028,322.6028,322.6028,322.6028,322.6028,322.6028,0.5772,0.5772
2020-02-13 12:30:00,2.944,6.3181,38.1337,48.0465,327.0363,366.9412,811.0696,1313.2033,4092.2739,332.7616,332.7616,332.7616,332.7616,332.7616,332.7616,0.5729,0.5729
2020-02-13 13:00:00,2.9504,6.6021,38.2055,48.3457,326.2193,363.9007,814.259,1317.5054,4084.1232,325.1541,325.1541,325.1541,325.1541,325.1541,325.1541,0.5493,0.5493
2020-02-13 13:30:00,2.9207,6.7878,37.8202,48.4621,325.1139,362.2391,810.3138,1322.6215,4066.2542,341.4215,341.4215,341.4215,341.4215,341.4215,341.4215,0.536,0.536
2020-02-13 14:00:00,2.8842,6.745,37.211,48.4585,322.3233,360.7791,806.3577,1313.3584,4062.0517,331.7847,331.7847,331.7847,331.7847,331.7847,331.7847,0.5489,0.5489
2020-02-13 14:30:00,2.8659,6.4924,36.5884,47.8486,321.4984,358.907,792.7815,1318.6909,4033.7282,342.7474,342.7474,342.7474,342.7474,342.7474,342.7474,0.5552,0.5552
