,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-05-09 00:00:00,1.5223,10.8414,16.9484,35.7164,234.6461,281.7644,596.4377,1123.6304,4287.379,52.9757,52.9757,52.9757,52.9757,52.9757,52.9757,0.8018,0.8018
2020-05-09 00:30:00,1.4799,10.784,16.6676,35.1769,231.4306,276.108,595.2489,1110.9727,4250.7365,55.3751,55.3751,55.3751,55.3751,55.3751,55.3751,0.7335,0.7335
2020-05-09 01:00:00,1.4582,10.3646,16.4584,34.9243,229.1808,273.8826,590.8926,1106.6308,4228.7158,51.4146,51.4146,51.4146,51.4146,51.4146,51.4146,0.6981,0.6981
2020-05-09 01:30:00,1.4423,9.5784,16.2095,34.4591,225.5248,271.0828,585.5407,1096.8514,4187.3562,55.8739,55.8739,55.8739,55.8739,55.8739,55.8739,0.6686,0.6686
2020-05-09 02:00:00,1.4278,9.2564,15.9662,34.1418,222.4552,270.4761,583.0328,1089.8288,4157.0117,48.0585,48.0585,48.0585,48.0585,48.0585,48.0585,0.6467,0.6467
2020-05-09 02:30:00,1.4121,8.7539,15.719,33.8699,220.8748,269.3994,581.1728,1083.456,4171.4105,54.0483,54.0483,54.0483,54.0483,54.0483,54.0483,0.6213,0.6213
2020-05-09 03:00:00,1.3964,9.1655,15.6539,33.7786,218.5762,267.4064,578.3289,1072.5867,4177.4511,52.3373,52.3373,52.3373,52.3373,52.3373,52.3373,0.6094,0.6094
2020-05-09 03:30:00,1.4093,8.748,15.9139,33.7939,217.2631,264.5831,577.6544,1074.5809,4184.7952,54.3417,54.3417,54.3417,54.3417,54.3417,54.3417,0.5873,0.5873
2020-05-09 04:00:00,1.4037,8.7963,16.035,34.1282,218.3232,266.2508,572.8788,1071.1786,4189.9941,53.6549,53.6549,53.6549,53.6549,53.6549,53.6549,0.5918,0.5918
2020-05-09 04:30:00,1.4038,8.8182,15.9968,34.4008,219.0284,265.1211,564.5231,1077.1807,4164.6839,52.8871,52.8871,52.8871,52.8871,52.8871,52.8871,0.5814,0.5814
2020-05-09 05:00:00,1.4153,9.1469,16.3451,34.6965,221.531,267.9853,569.5524,1080.4328,4110.5178,57.8961,57.8961,57.8961,57.8961,57.8961,57.8961,0.5758,0.5758
2020-05-09 05:30:00,1.4291,8.9792,16.6438,35.0579,222.8808,267.0978,574.8324,1078.7308,4180.9438,54.3279,54.3279,54.3279,54.3279,54.3279,54.3279,0.5725,0.5725
2020-05-09 06:00:00,1.3873,8.41,16.9043,35.0356,223.7245,265.5514,577.5926,1075.6361,4133.9115,39.7577,39.7577,39.7577,39.7577,39.7577,39.7577,0.5769,0.5769
2020-05-09 06:30:00,1.3871,7.1608,17.1191,34.9715,221.6583,260.3252,578.8614,1065.767,4030.9625,35.2061,35.2061,35.2061,35.2061,35.2061,35.2061,0.5694,0.5694
2020-05-09 07:00:00,1.4148,6.1229,17.5009,35.316,219.7229,252.2987,580.9494,1057.4545,3957.3522,32.7854,32.7854,32.7854,32.7854,32.7854,32.7854,0.5894,0.5894
2020-05-09 07:30:00,1.4652,4.9477,17.9045,35.8937,218.3161,246.4929,576.3046,1049.6216,3924.0741,38.8824,38.8824,38.8824,38.8824,38.8824,38.8824,0.5972,0.5972
2020-05-09 08:00:00,1.5069,4.3424,18.845,36.5648,218.2555,244.2431,579.8116,1047.3512,3915.7066,38.0547,38.0547,38.0547,38.0547,38.0547,38.0547,0.6245,0.6245
2020-05-09 08:30:00,1.5627,3.9819,19.2983,37.0535,217.7735,240.7044,583.6257,1046.8245,4019.3811,33.2813,33.2813,33.2813,33.2813,33.2813,33.2813,0.6479,0.6479
2020-05-09 09:00:00,1.6329,3.7711,19.5216,37.3987,219.6825,240.3816,584.9453,1043.136,3972.199,37.9873,37.9873,37.9873,37.9873,37.9873,37.9873,0.6596,0.6596
2020-05-09 09:30:00,1.6828,3.7313,20.1903,38.0141,218.7655,234.7805,587.6951,1043.9296,3944.5557,35.8095,35.8095,35.8095,35.8095,35.8095,35.8095,0.6851,0.6851
2020-05-09 10:00:00,1.7506,3.7584,20.8064,38.5127,220.6511,234.3832,586.9215,1040.3244,3947.3666,36.7901,36.7901,36.7901,36.7901,36.7901,36.7901,0.7132,0.7132
2020-05-09 10:30:00,1.8245,3.9439,21.2172,39.086,222.6532,235.0965,586.445,1042.4612,3945.8939,38.0438,38.0438,38.0438,38.0438,38.0438,38.0438,0.7373,0.7373
2020-05-09 11:00:00,1.9037,3.9886,21.4657,39.4523,224.2723,235.8428,592.2489,1050.004,3950.6514,37.8464,37.8464,37.8464,37.8464,37.8464,37.8464,0.7968,0.7968
2020-05-09 11:30:00,1.9355,3.9574,21.8113,39.9611,224.0375,238.4903,598.8799,1045.1349,3968.2958,37.7618,37.7618,37.7618,37.7618,37.7618,37.7618,0.8332,0.8332
2020-05-09 12:00:00,1.965,3.8456,22.0108,40.4708,225.1216,237.0828,597.8522,1050.6741,3984.8454,39.2527,39.2527,39.2527,39.2527,39.2527,39.2527,0.8875,0.8875
2020-05-09 12:30:00,2.005,3.7652,22.3095,40.8522,226.9312,237.1771,599.8811,1055.3708,3998.304,36.0282,36.0282,36.0282,36.0282,36.0282,36.0282,0.9089,0.9089
2020-05-09 13:00:00,2.0465,3.7408,22.3574,41.0406,228.4091,237.1282,594.2853,1058.2137,3989.892,41.2863,41.2863,41.2863,41.2863,41.2863,41.2863,0.9258,0.9258
2020-05-09 13:30:00,2.0826,3.7178,22.5925,41.2739,229.2275,236.7686,589.1275,1056.9407,3996.6363,39.0935,39.0935,39.0935,39.0935,39.0935,39.0935,0.9399,0.9399
2020-05-09 14:00:00,2.0742,3.7549,22.3751,41.3444,229.5451,238.656,589.9531,1056.6012,3992.9603,34.4411,34.4411,34.4411,34.4411,34.4411,34.4411,0.9668,0.9668
2020-05-09 14:30:00,2.0935,3.8405,22.4671,41.4998,229.4265,239.9915,589.5478,1060.8321,4006.6919,31.0378,31.0378,31.0378,31.0378,31.0378,31.0378,0.9996,0.9996
2020-05-09 15:00:00,2.0884,3.9171,22.1612,41.4198,229.6636,238.173,589.5458,1059.9319,3990.7918,32.4722,32.4722,32.4722,32.4722,32.4722,32.4722,1.0268,1.0268
2020-05-09 15:30:00,2.0742,3.7438,22.1631,41.4925,231.0766,236.4916,591.8169,1062.0451,3978.1002,29.9812,29.9812,29.9812,29.9812,29.9812,29.9812,1.0575,1.0575
2020-05-09 16:00:00,2.0563,3.7088,21.8532,41.3751,232.2597,236.6472,590.8927,1062.1592,3991.2454,35.3404,35.3404,35.3404,35.3404,35.3404,35.3404,1.0909,1.0909
2020-05-09 16:30:00,2.0534,3.8178,21.7025,41.3559,233.0396,240.5853,594.647,1069.0304,3974.1245,35.6889,35.6889,35.6889,35.6889,35.6889,35.6889,1.1267,1.1267
2020-05-09 17:00:00,1.9969,4.241,21.2903,41.1662,232.9482,243.8822,591.9727,1070.9355,3945.2127,36.7195,36.7195,36.7195,36.7195,36.7195,36.7195,1.1789,1.1789
2020-05-09 17:30:00,1.9726,4.6901,21.0537,40.931,235.5976,249.5596,585.4858,1078.2465,3955.9778,33.8788,33.8788,33.8788,33.8788,33.8788,33.8788,1.2351,1.2351
2020-05-09 18:00:00,1.9392,5.4163,20.647,40.6885,236.0432,257.6742,581.8259,1080.905,3964.8775,32.011,32.011,32.011,32.011,32.011,32.011,1.2596,1.2596
2020-05-09 18:30:00,1.8756,6.4264,20.1464,40.4759,236.5825,270.2628,579.0513,1092.2726,4012.1497,39.3752,39.3752,39.3752,39.3752,39.3752,39.3752,1.2528,1.2528
2020-05-09 19:00:00,1.8316,8.1431,19.4748,39.9155,235.5273,278.9227,574.261,1106.9632,4077.0516,36.677,36.677,36.677,36.677,36.677,36.677,1.231,1.231
2020-05-09 19:30:00,1.7984,9.1654,19.1193,39.5537,233.2813,281.8762,569.0692,1111.5091,4125.6715,46.1067,46.1067,46.1067,46.1067,46.1067,46.1067,1.2025,1.2025
