,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-01-05 00:00:00,1.5407,8.5155,15.9353,33.6003,200.7323,257.1018,489.3058,993.5924,3842.37,80.4209,80.4209,80.4209,80.4209,80.4209,80.4209,0.7516,0.7516
2020-01-05 00:30:00,1.5319,8.4173,15.7341,33.1509,198.91299999999998,256.0252,489.4856,986.2452,3818.59,97.6843,97.6843,97.6843,97.6843,97.6843,97.6843,0.7148,0.7148
2020-01-05 01:00:00,1.5145,8.5801,15.5027,32.6667,198.0155,253.1676,488.8943,985.7403,3789.16,59.4902,59.4902,59.4902,59.4902,59.4902,59.4902,0.6812,0.6812
2020-01-05 01:30:00,1.5143,8.4532,15.4447,32.3379,196.9783,253.2534,488.6973,984.6956,3775.62,99.7901,99.7901,99.7901,99.7901,99.7901,99.7901,0.6636,0.6636
2020-01-05 02:00:00,1.5127,8.4953,15.3844,32.0328,195.8924,254.4959,485.5685,982.888,3779.93,110.8321,110.8321,110.8321,110.8321,110.8321,110.8321,0.6494,0.6494
2020-01-05 02:30:00,1.5124,8.4152,15.4103,32.0282,195.8961,253.2822,487.5812,977.922,3752.26,64.303,64.303,64.303,64.303,64.303,64.303,0.6371,0.6371
2020-01-05 03:00:00,1.5049,8.4503,15.435,32.0637,195.7173,253.5434,489.3261,974.3764,3728.74,102.1649,102.1649,102.1649,102.1649,102.1649,102.1649,0.6359,0.6359
2020-01-05 03:30:00,1.5036,8.6153,15.5473,31.9692,197.0562,253.0584,489.0586,970.9963,3693.79,83.4319,83.4319,83.4319,83.4319,83.4319,83.4319,0.6268,0.6268
2020-01-05 04:00:00,1.5143,8.6039,15.6917,32.4903,199.7223,256.2658,489.7782,970.1587,3691.69,102.0508,102.0508,102.0508,102.0508,102.0508,102.0508,0.6375,0.6375
2020-01-05 04:30:00,1.5308,8.6827,15.842,32.9102,200.3906,258.5543,487.9298,972.9673,3694.84,76.556,76.556,76.556,76.556,76.556,76.556,0.6342,0.6342
2020-01-05 05:00:00,1.5575,8.7989,16.1925,33.876,202.033,259.595,486.5824,974.1119,3707.19,103.6307,103.6307,103.6307,103.6307,103.6307,103.6307,0.6483,0.6483
2020-01-05 05:30:00,1.587,8.8844,16.6129,34.6443,203.1702,260.9587,485.1115,973.5045,3708.01,100.4724,100.4724,100.4724,100.4724,100.4724,100.4724,0.6829999999999999,0.6829999999999999
2020-01-05 06:00:00,1.6271,9.0525,17.19,35.8764,207.3398,262.5612,493.5474,980.582,3734.24,86.9058,86.9058,86.9058,86.9058,86.9058,86.9058,0.7111,0.7111
2020-01-05 06:30:00,1.6722,9.2055,17.6262,36.7095,209.1167,262.7083,496.5763,982.8033,3753.13,91.8642,91.8642,91.8642,91.8642,91.8642,91.8642,0.7403,0.7403
2020-01-05 07:00:00,1.6665,9.1112,17.9325,37.1979,211.5465,263.8689,500.5188,980.8632,3760.96,86.5064,86.5064,86.5064,86.5064,86.5064,86.5064,0.7863,0.7863
2020-01-05 07:30:00,1.6219999999999999,8.6664,17.7386,36.592,209.734,260.5474,497.2884,976.2361,3712.34,75.4276,75.4276,75.4276,75.4276,75.4276,75.4276,0.8112,0.8112
2020-01-05 08:00:00,1.6474,7.6442,18.0165,37.0788,209.23,255.6709,497.4982,965.5538,3695.99,56.5494,56.5494,56.5494,56.5494,56.5494,56.5494,0.8357,0.8357
2020-01-05 08:30:00,1.6580000000000001,6.3377,18.3943,37.2998,206.6909,248.6528,500.2707,951.3881,3647.38,64.7316,64.7316,64.7316,64.7316,64.7316,64.7316,0.8273,0.8273
2020-01-05 09:00:00,1.7257,5.4896,18.5472,37.6658,205.5819,243.6368,506.06300000000005,939.0782,3582.17,93.4202,93.4202,93.4202,93.4202,93.4202,93.4202,0.8279,0.8279
2020-01-05 09:30:00,1.787,5.329,18.9959,37.6776,205.3254,238.7615,508.3252,939.9236,3532.29,86.954,86.954,86.954,86.954,86.954,86.954,0.8096,0.8096
2020-01-05 10:00:00,1.8461,5.1733,19.296,37.9127,206.31799999999998,242.1742,508.4011,940.1726,3489.93,67.0579,67.0579,67.0579,67.0579,67.0579,67.0579,0.828,0.828
2020-01-05 10:30:00,1.8659999999999999,5.0373,19.48,38.0525,207.0312,239.9141,510.5927,936.4143,3509.73,71.8623,71.8623,71.8623,71.8623,71.8623,71.8623,0.8216,0.8216
2020-01-05 11:00:00,1.8577,4.3621,19.7611,37.9714,209.7189,241.3481,512.9584,938.7783,3516.18,104.6516,104.6516,104.6516,104.6516,104.6516,104.6516,0.8216,0.8216
2020-01-05 11:30:00,1.8693,4.8397,19.9921,37.9661,209.78900000000002,242.325,513.6255,939.3635,3534.99,94.4894,94.4894,94.4894,94.4894,94.4894,94.4894,0.7958,0.7958
2020-01-05 12:00:00,1.8643,4.7711,19.9488,37.9136,209.2194,242.7991,513.7277,938.3693,3586.59,55.5134,55.5134,55.5134,55.5134,55.5134,55.5134,0.782,0.782
2020-01-05 12:30:00,1.8402,3.883,20.0023,37.8799,208.8297,243.2019,514.6669999999999,939.575,3571.17,94.4925,94.4925,94.4925,94.4925,94.4925,94.4925,0.7789,0.7789
2020-01-05 13:00:00,1.8187,4.1352,19.8765,37.8256,208.9912,241.8542,518.0913,943.5396,3547.94,70.6637,70.6637,70.6637,70.6637,70.6637,70.6637,0.7691,0.7691
2020-01-05 13:30:00,1.8193,4.0861,19.7445,37.8439,210.0326,243.6662,518.4069999999999,949.3997,3527.05,81.347,81.347,81.347,81.347,81.347,81.347,0.7626,0.7626
2020-01-05 14:00:00,1.8198,3.7460000000000004,19.8527,37.9103,211.6005,243.4116,518.0988,952.1759,3518.62,85.7171,85.7171,85.7171,85.7171,85.7171,85.7171,0.7707,0.7707
2020-01-05 14:30:00,1.8019,3.7674,19.5773,37.8636,213.4767,243.1794,515.2568,960.2103,3544.81,58.5011,58.5011,58.5011,58.5011,58.5011,58.5011,0.7702,0.7702
