,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-02-25 00:00:00,1.5441,9.043,18.2787,36.9742,239.2577,331.4183,586.3892,1192.8185,4255.0787,491.005,491.005,491.005,491.005,491.005,491.005,0.6238,0.6238
2020-02-25 00:30:00,1.5349,8.8475,18.0012,36.3098,236.3526,330.6334,577.2376,1177.7816,4209.3102,503.9536,503.9536,503.9536,503.9536,503.9536,503.9536,0.5988,0.5988
2020-02-25 01:00:00,1.5239,8.8475,17.8569,36.0268,234.6855,327.8373,572.6394,1178.6827,4189.2108,479.475,479.475,479.475,479.475,479.475,479.475,0.5816,0.5816
2020-02-25 01:30:00,1.513,8.7774,17.5782,35.8836,231.5987,325.0642,569.5898,1166.0675,4138.9005,498.3588,498.3588,498.3588,498.3588,498.3588,498.3588,0.5542,0.5542
2020-02-25 02:00:00,1.5211,8.7316,17.3868,35.6649,229.1822,322.9738,565.8438,1156.144,4123.4679,492.7176,492.7176,492.7176,492.7176,492.7176,492.7176,0.5571,0.5571
2020-02-25 02:30:00,1.5194,8.7245,17.2626,35.679,228.2193,321.5568,568.7012,1152.4377,4125.6653,495.4887,495.4887,495.4887,495.4887,495.4887,495.4887,0.5601,0.5601
2020-02-25 03:00:00,1.5092,8.8795,17.2864,35.9653,230.8446,320.9843,571.3791,1148.3672,4069.9045,469.9193,469.9193,469.9193,469.9193,469.9193,469.9193,0.5522,0.5522
2020-02-25 03:30:00,1.543,8.7683,17.5208,36.1169,232.7308,322.9245,577.1726,1159.6062,4042.7671,493.837,493.837,493.837,493.837,493.837,493.837,0.5514,0.5514
2020-02-25 04:00:00,1.5632,9.0762,18.5232,36.848,239.9353,329.0189,592.039,1164.6438,4091.0327,486.8265,486.8265,486.8265,486.8265,486.8265,486.8265,0.559,0.559
2020-02-25 04:30:00,1.6051,9.6776,19.3215,37.5868,246.4236,334.0229,606.2633,1178.4917,4121.818,484.2123,484.2123,484.2123,484.2123,484.2123,484.2123,0.5869,0.5869
2020-02-25 05:00:00,1.7141,10.4852,21.214,39.5468,259.2243,347.3472,627.2977,1210.9414,4149.6836,491.068,491.068,491.068,491.068,491.068,491.068,0.6238,0.6238
2020-02-25 05:30:00,1.8022,11.3684,23.2733,41.1631,271.0932,355.1383,646.4617,1245.8811,4175.8825,483.8258,483.8258,483.8258,483.8258,483.8258,483.8258,0.6688,0.6688
2020-02-25 06:00:00,2.0415,13.2514,26.1519,43.3085,289.8445,367.9758,689.9981,1291.1605,4227.7355,484.7614,484.7614,484.7614,484.7614,484.7614,484.7614,0.7083,0.7083
2020-02-25 06:30:00,2.1497,14.9033,28.2012,44.0217,302.0597,371.7687,724.9611,1312.0633,4295.3401,449.8324,449.8324,449.8324,449.8324,449.8324,449.8324,0.7583,0.7583
2020-02-25 07:00:00,2.3116,15.7553,30.7036,44.6051,310.887,382.3287,745.3891,1308.4799,4308.5614,449.7462,449.7462,449.7462,449.7462,449.7462,449.7462,0.7714,0.7714
2020-02-25 07:30:00,2.5438,15.1697,32.9635,45.0403,316.0311,376.2454,768.1274,1308.5972,4265.3783,453.0541,453.0541,453.0541,453.0541,453.0541,453.0541,0.7207,0.7207
2020-02-25 08:00:00,2.6877,13.2266,34.6834,46.316,321.7536,374.9021,783.8153,1308.2552,4230.4651,468.7356,468.7356,468.7356,468.7356,468.7356,468.7356,0.6855,0.6855
2020-02-25 08:30:00,2.7782,11.0165,36.042,47.2329,324.3397,368.4767,802.8307,1311.2761,4274.9517,490.0344,490.0344,490.0344,490.0344,490.0344,490.0344,0.6324,0.6324
2020-02-25 09:00:00,2.9049,9.121,36.9723,48.2249,330.7922,367.3377,820.4759,1322.1019,4340.4227,539.0676,539.0676,539.0676,539.0676,539.0676,539.0676,0.5879,0.5879
2020-02-25 09:30:00,2.9419,8.2298,37.7212,48.9788,337.8048,369.9202,832.6956,1330.898,4392.3769,529.3627,529.3627,529.3627,529.3627,529.3627,529.3627,0.5595,0.5595
2020-02-25 10:00:00,3.0197,7.5872,38.7867,49.2565,343.522,370.8552,846.974,1338.3044,4396.4473,516.9327,516.9327,516.9327,516.9327,516.9327,516.9327,0.5414,0.5414
2020-02-25 10:30:00,3.0657,7.4581,39.166,49.6088,346.4325,374.75,864.0741,1348.9043,4388.3378,535.8098,535.8098,535.8098,535.8098,535.8098,535.8098,0.5417,0.5417
2020-02-25 11:00:00,2.9845,7.4788,39.784,50.1236,349.7189,371.0069,872.1872,1349.6449,4356.9946,526.2234,526.2234,526.2234,526.2234,526.2234,526.2234,0.5357,0.5357
2020-02-25 11:30:00,3.0559,7.3405,40.103,50.4329,352.8329,370.3058,873.3178,1354.0775,4347.412,534.217,534.217,534.217,534.217,534.217,534.217,0.5288,0.5288
2020-02-25 12:00:00,3.0812,6.948,40.3734,50.6402,353.8986,372.4694,872.5479,1355.4092,4310.8015,541.78,541.78,541.78,541.78,541.78,541.78,0.5176,0.5176
2020-02-25 12:30:00,3.0656,6.8427,40.7319,50.8952,355.5152,374.5747,873.2823,1358.5362,4321.0856,538.2563,538.2563,538.2563,538.2563,538.2563,538.2563,0.5143,0.5143
2020-02-25 13:00:00,3.0414,7.0159,41.4666,51.4286,356.4583,377.5552,881.5444,1373.8805,4338.9984,511.6697,511.6697,511.6697,511.6697,511.6697,511.6697,0.5132,0.5132
2020-02-25 13:30:00,3.1084,7.0487,41.2829,51.7265,356.4996,377.0702,888.5932,1379.3756,4301.2896,499.2403,499.2403,499.2403,499.2403,499.2403,499.2403,0.5083,0.5083
2020-02-25 14:00:00,3.1181,6.6963,41.0194,51.7809,358.7766,379.0238,884.3092,1376.9168,4291.4621,461.1723,461.1723,461.1723,461.1723,461.1723,461.1723,0.5161,0.5161
2020-02-25 14:30:00,2.9942,6.5617,40.3367,51.6894,359.4086,376.8636,871.9959,1373.8616,4324.0716,445.3256,445.3256,445.3256,445.3256,445.3256,445.3256,0.5067,0.5067
2020-02-25 15:00:00,2.9456,6.2485,39.4796,51.4446,358.5278,377.129,865.6973,1374.0347,4326.158,455.6548,455.6548,455.6548,455.6548,455.6548,455.6548,0.5158,0.5158
2020-02-25 15:30:00,2.8687,6.5413,38.2099,51.3794,356.1477,374.7849,854.686,1383.3027,4278.7665,450.0773,450.0773,450.0773,450.0773,450.0773,450.0773,0.5229,0.5229
2020-02-25 16:00:00,2.8011,7.1482,36.8308,51.4168,356.7628,378.1855,853.5159,1385.7514,4289.5711,455.4212,455.4212,455.4212,455.4212,455.4212,455.4212,0.5733,0.5733
2020-02-25 16:30:00,2.7052,8.4725,35.6991,51.0644,356.4732,386.0826,846.7334,1392.4532,4297.2025,457.6288,457.6288,457.6288,457.6288,457.6288,457.6288,0.6149,0.6149
2020-02-25 17:00:00,2.5286,10.2289,33.843,50.5866,352.0948,392.3901,834.1053,1394.0053,4313.3419,465.9718,465.9718,465.9718,465.9718,465.9718,465.9718,0.6757,0.6757
2020-02-25 17:30:00,2.4102,11.9077,31.8935,49.9839,345.3338,395.7133,797.5079,1381.8947,4352.0221,464.2127,464.2127,464.2127,464.2127,464.2127,464.2127,0.7793,0.7793
2020-02-25 18:00:00,2.4162,12.6936,29.8067,49.2164,326.2618,404.0744,716.2062,1365.7678,4409.1322,484.6598,484.6598,484.6598,484.6598,484.6598,484.6598,0.8762,0.8762
2020-02-25 18:30:00,2.3435,12.7049,28.5637,48.5986,317.6943,388.4897,695.3293,1350.1637,4427.5974,473.1237,473.1237,473.1237,473.1237,473.1237,473.1237,0.9312,0.9312
2020-02-25 19:00:00,2.2472,12.6749,27.2146,47.6441,307.6375,378.8049,677.9858,1334.8674,4452.8691,475.9305,475.9305,475.9305,475.9305,475.9305,475.9305,0.9284,0.9284
2020-02-25 19:30:00,2.1512,12.6264,26.1974,46.7651,302.2466,374.9779,668.2177,1323.2206,4430.8052,478.0887,478.0887,478.0887,478.0887,478.0887,478.0887,0.9236,0.9236
2020-02-25 20:00:00,2.079,12.3479,24.8264,45.596,293.9411,368.7765,658.6883,1303.2779,4409.2972,484.5816,484.5816,484.5816,484.5816,484.5816,484.5816,0.9182,0.9182
2020-02-25 20:30:00,1.9682,11.7313,23.7922,44.7919,286.0176,362.4448,650.3837,1283.5182,4382.1692,489.0881,489.0881,489.0881,489.0881,489.0881,489.0881,0.8986,0.8986
