,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-01-25 00:00:00,1.5935,7.9486,18.0424,36.4013,230.9762,309.4624,555.4766,1122.2459,4034.6384,122.2928,122.2928,122.2928,122.2928,122.2928,122.2928,0.6716,0.6716
2020-01-25 00:30:00,1.5827,7.6859,17.8883,35.8589,227.2489,308.0949,551.1207,1110.6317,4011.0491,122.9118,122.9118,122.9118,122.9118,122.9118,122.9118,0.6432,0.6432
2020-01-25 01:00:00,1.5523,7.6339,17.6264,35.301,224.7085,306.9945,548.5734,1102.7383,4054.5673,132.0307,132.0307,132.0307,132.0307,132.0307,132.0307,0.6197,0.6197
2020-01-25 01:30:00,1.5386,7.3324,17.5426,35.0602,220.8342,303.8272,545.6336,1097.1832,4042.5232,121.1899,121.1899,121.1899,121.1899,121.1899,121.1899,0.6037,0.6037
2020-01-25 02:00:00,1.5325,7.3193,17.3748,34.74,218.8336,301.473,540.7516,1083.4657,4022.8897,124.1465,124.1465,124.1465,124.1465,124.1465,124.1465,0.5866,0.5866
2020-01-25 02:30:00,1.528,7.3246,17.1095,34.7231,218.04,300.1731,536.0341,1081.3961,3983.2823,128.3179,128.3179,128.3179,128.3179,128.3179,128.3179,0.5761,0.5761
2020-01-25 03:00:00,1.5271,7.6613,17.0939,34.5078,217.239,297.543,537.0883,1083.8004,3962.7815,124.247,124.247,124.247,124.247,124.247,124.247,0.5656,0.5656
2020-01-25 03:30:00,1.5202,7.6522,17.1925,34.5042,217.9821,298.9957,533.1876,1079.9592,3920.2076,130.9938,130.9938,130.9938,130.9938,130.9938,130.9938,0.5632,0.5632
2020-01-25 04:00:00,1.5323,7.6884,17.4478,35.2263,219.9938,299.983,536.5031,1075.336,3894.8957,126.5594,126.5594,126.5594,126.5594,126.5594,126.5594,0.578,0.578
2020-01-25 04:30:00,1.548,7.9112,17.6812,35.8112,221.8927,304.3539,537.6212,1077.12,3897.8046,137.0949,137.0949,137.0949,137.0949,137.0949,137.0949,0.5738,0.5738
2020-01-25 05:00:00,1.5952,8.1658,18.2026,36.5556,225.1008,307.6587,543.602,1081.4522,3959.8893,131.5795,131.5795,131.5795,131.5795,131.5795,131.5795,0.5878,0.5878
2020-01-25 05:30:00,1.6178,8.218,18.556,37.4622,228.0859,307.4644,546.7173,1088.1838,3949.8736,132.3813,132.3813,132.3813,132.3813,132.3813,132.3813,0.6046,0.6046
2020-01-25 06:00:00,1.6782,8.4129,19.5803,38.861,233.0743,314.7512,557.3713,1097.4597,3954.2995,142.4402,142.4402,142.4402,142.4402,142.4402,142.4402,0.6205,0.6205
2020-01-25 06:30:00,1.7247,8.6243,20.0048,39.7571,235.5483,317.2548,556.5771,1104.3582,3984.0107,133.9876,133.9876,133.9876,133.9876,133.9876,133.9876,0.6534,0.6534
2020-01-25 07:00:00,1.7508,8.6972,20.394,39.9444,238.3246,318.8737,560.95,1100.0826,3934.3944,133.3784,133.3784,133.3784,133.3784,133.3784,133.3784,0.6952,0.6952
2020-01-25 07:30:00,1.7478,7.6758,20.733,39.6894,236.4937,313.4399,567.129,1088.268,3889.7144,125.8975,125.8975,125.8975,125.8975,125.8975,125.8975,0.727,0.727
2020-01-25 08:00:00,1.8331,7.0546,21.477,40.1899,237.9878,297.0015,575.1695,1083.0323,3862.0416,118.3841,118.3841,118.3841,118.3841,118.3841,118.3841,0.756,0.756
2020-01-25 08:30:00,1.8883,6.2628,21.591,40.4335,236.6244,282.9825,576.8722,1073.951,3834.5313,120.3867,120.3867,120.3867,120.3867,120.3867,120.3867,0.7615,0.7615
2020-01-25 09:00:00,1.9832,5.5207,21.9536,40.7796,237.0901,281.4487,587.1577,1070.6874,3833.8428,115.7419,115.7419,115.7419,115.7419,115.7419,115.7419,0.7423,0.7423
2020-01-25 09:30:00,2.0147,5.0127,22.3645,41.4187,235.877,279.5415,586.0183,1060.7408,3793.27,113.3696,113.3696,113.3696,113.3696,113.3696,113.3696,0.7493,0.7493
2020-01-25 10:00:00,2.0972,4.3634,23.101,41.681,236.563,278.4563,591.212,1056.9487,3791.3625,130.5694,130.5694,130.5694,130.5694,130.5694,130.5694,0.7596,0.7596
2020-01-25 10:30:00,2.1245,3.9939,23.43,41.6982,235.7422,276.8584,592.4635,1047.281,3801.1455,116.4752,116.4752,116.4752,116.4752,116.4752,116.4752,0.7323,0.7323
2020-01-25 11:00:00,2.1515,3.9176,23.4044,41.5509,236.9093,286.6842,595.0289,1054.4099,3834.7846,124.8489,124.8489,124.8489,124.8489,124.8489,124.8489,0.7329,0.7329
2020-01-25 11:30:00,2.155,3.8671,23.6713,41.7362,236.7712,295.2855,597.8333,1056.081,3833.0422,111.1709,111.1709,111.1709,111.1709,111.1709,111.1709,0.7226,0.7226
2020-01-25 12:00:00,2.1547,3.7182,23.4903,41.6581,237.4577,299.9397,600.0174,1066.2185,3836.3388,110.8329,110.8329,110.8329,110.8329,110.8329,110.8329,0.726,0.726
2020-01-25 12:30:00,2.1608,3.6742,23.3674,41.6895,237.4098,300.4737,600.1469,1063.6207,3846.959,112.7634,112.7634,112.7634,112.7634,112.7634,112.7634,0.7146,0.7146
2020-01-25 13:00:00,2.1339,3.5196,23.1852,41.7515,237.738,302.7967,591.966,1068.2514,3879.2686,115.7062,115.7062,115.7062,115.7062,115.7062,115.7062,0.6938,0.6938
2020-01-25 13:30:00,2.1114,3.5579,22.8899,41.9023,238.1972,308.8484,593.3151,1066.0205,3893.0959,118.33,118.33,118.33,118.33,118.33,118.33,0.6865,0.6865
