,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-02-27 00:00:00,1.5406,9.8366,18.1703,37.3182,243.4857,330.1911,582.7512,1193.5364,4270.3655,398.173,398.173,398.173,398.173,398.173,398.173,0.5984,0.5984
2020-02-27 00:30:00,1.5167,9.5772,17.9283,36.5159,239.5129,325.8877,578.3004,1187.5695,4238.6408,404.794,404.794,404.794,404.794,404.794,404.794,0.5638,0.5638
2020-02-27 01:00:00,1.4979,9.3954,17.7682,36.2111,236.3578,322.6226,572.3621,1177.6186,4230.347,398.07,398.07,398.07,398.07,398.07,398.07,0.5462,0.5462
2020-02-27 01:30:00,1.4955,9.1543,17.5407,35.823,233.2449,320.1567,568.2276,1169.9616,4210.6693,399.0735,399.0735,399.0735,399.0735,399.0735,399.0735,0.5335,0.5335
2020-02-27 02:00:00,1.4902,8.7977,17.2523,35.8514,232.7366,319.0851,562.6875,1154.6163,4190.2537,392.6298,392.6298,392.6298,392.6298,392.6298,392.6298,0.5194,0.5194
2020-02-27 02:30:00,1.4827,8.6194,17.1731,35.8103,230.8721,317.0226,560.8211,1155.9888,4188.3462,386.6969,386.6969,386.6969,386.6969,386.6969,386.6969,0.5157,0.5157
2020-02-27 03:00:00,1.48,8.6834,17.3781,35.8225,232.7333,313.5699,561.9445,1151.4892,4161.5972,381.2472,381.2472,381.2472,381.2472,381.2472,381.2472,0.5159,0.5159
2020-02-27 03:30:00,1.4896,8.5475,17.7912,35.8622,234.045,314.5087,565.7369,1154.1839,4099.8134,379.5334,379.5334,379.5334,379.5334,379.5334,379.5334,0.5125,0.5125
2020-02-27 04:00:00,1.5131,8.9457,18.7272,36.6462,240.4719,319.2223,579.268,1159.1935,4085.4089,373.9826,373.9826,373.9826,373.9826,373.9826,373.9826,0.531,0.531
2020-02-27 04:30:00,1.5799,9.4034,19.3881,37.3312,247.312,324.1836,593.5339,1180.5561,4085.4456,360.7579,360.7579,360.7579,360.7579,360.7579,360.7579,0.5451,0.5451
