,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-05-18 00:00:00,1.4158,9.0796,15.2071,33.8572,213.2385,266.1072,547.5534,1069.0621,4314.5947,64.8092,64.8092,64.8092,64.8092,64.8092,64.8092,0.6499,0.6499
2020-05-18 00:30:00,1.4081,8.7471,15.1168,33.6758,211.2867,263.1398,547.1083,1067.7409,4287.0494,66.899,66.899,66.899,66.899,66.899,66.899,0.6115,0.6115
2020-05-18 01:00:00,1.3915,8.6615,15.0544,33.5531,209.3726,263.3168,542.9273,1066.0427,4257.0285,62.4657,62.4657,62.4657,62.4657,62.4657,62.4657,0.5924,0.5924
2020-05-18 01:30:00,1.3983,8.5245,14.9257,33.1901,208.8309,262.2366,543.5034,1066.0622,4258.7203,59.3358,59.3358,59.3358,59.3358,59.3358,59.3358,0.5631,0.5631
2020-05-18 02:00:00,1.4007,8.535,14.8575,33.125,210.9709,261.7021,544.3454,1065.5223,4246.0169,65.3574,65.3574,65.3574,65.3574,65.3574,65.3574,0.5445,0.5445
2020-05-18 02:30:00,1.3906,8.5017,14.8836,33.0747,211.2081,260.9752,545.79,1062.2693,4208.5693,62.8535,62.8535,62.8535,62.8535,62.8535,62.8535,0.5317,0.5317
2020-05-18 03:00:00,1.3908,9.0174,15.2182,33.2648,214.4913,262.1629,549.1094,1068.9731,4204.8129,60.3403,60.3403,60.3403,60.3403,60.3403,60.3403,0.5196,0.5196
2020-05-18 03:30:00,1.3953,9.145,15.405,33.3082,218.8048,258.3305,552.6044,1071.2523,4230.4688,60.279,60.279,60.279,60.279,60.279,60.279,0.5205,0.5205
2020-05-18 04:00:00,1.3931,9.245,16.3661,34.0221,225.3485,261.1394,558.4817,1082.6133,4300.0697,60.9958,60.9958,60.9958,60.9958,60.9958,60.9958,0.5256,0.5256
2020-05-18 04:30:00,1.4278,9.1146,17.1256,34.6564,232.2028,268.6125,570.2991,1095.0731,4342.0629,64.1067,64.1067,64.1067,64.1067,64.1067,64.1067,0.5291,0.5291
2020-05-18 05:00:00,1.4803,9.7768,18.4569,35.7,241.7747,278.8137,599.2216,1128.0337,4343.0934,63.7107,63.7107,63.7107,63.7107,63.7107,63.7107,0.5412,0.5412
2020-05-18 05:30:00,1.4948,10.919,19.5453,36.4672,251.0755,288.0445,623.4362,1153.8744,4361.4047,58.074,58.074,58.074,58.074,58.074,58.074,0.5496,0.5496
2020-05-18 06:00:00,1.5308,11.4294,21.5413,37.0762,261.6195,299.2044,657.9526,1190.972,4378.0822,47.131,47.131,47.131,47.131,47.131,47.131,0.566,0.566
2020-05-18 06:30:00,1.5812,10.8728,23.2809,37.4574,269.3756,304.0165,671.9205,1206.941,4359.4207,41.0425,41.0425,41.0425,41.0425,41.0425,41.0425,0.5752,0.5752
2020-05-18 07:00:00,1.6726,9.6161,24.4714,38.2246,275.3795,303.1728,693.1963,1210.1914,4404.9961,39.917,39.917,39.917,39.917,39.917,39.917,0.5828,0.5828
2020-05-18 07:30:00,1.8024,8.561,25.8172,39.1992,278.0537,301.7342,707.373,1218.3839,4419.7892,41.4228,41.4228,41.4228,41.4228,41.4228,41.4228,0.5999,0.5999
2020-05-18 08:00:00,1.9225,7.8509,27.1212,40.1364,281.7033,296.7294,717.872,1220.2807,4420.1937,39.5768,39.5768,39.5768,39.5768,39.5768,39.5768,0.6128,0.6128
2020-05-18 08:30:00,1.9948,8.0315,27.8977,40.7394,281.002,302.0816,727.1164,1225.1942,4380.8929,39.4406,39.4406,39.4406,39.4406,39.4406,39.4406,0.6228,0.6228
2020-05-18 09:00:00,2.1246,8.1767,28.3881,40.859,284.1402,295.6424,732.5544,1229.412,4446.1873,37.2789,37.2789,37.2789,37.2789,37.2789,37.2789,0.6183,0.6183
2020-05-18 09:30:00,2.1799,7.6806,28.8762,41.3377,285.5681,298.1453,738.8119,1214.9619,4421.9295,39.4616,39.4616,39.4616,39.4616,39.4616,39.4616,0.6238,0.6238
2020-05-18 10:00:00,2.2376,7.825,29.2743,41.2342,286.4017,296.9449,741.8665,1221.4067,4390.819,37.4319,37.4319,37.4319,37.4319,37.4319,37.4319,0.6478,0.6478
2020-05-18 10:30:00,2.287,6.9767,30.0239,41.2177,286.9281,298.3768,733.8185,1231.1753,4389.7676,37.471,37.471,37.471,37.471,37.471,37.471,0.6588,0.6588
