,A1,A6,A10,E19V,E19S,E19P,E20S,E20P,E20T,STBY,S1S,S1M,S9M,S19,S20,E1,RES
2020-05-04 00:00:00,1.4039,9.844,15.2868,32.8261,204.0643,260.1454,537.4888,1030.1311,3703.608,68.0112,68.0112,68.0112,68.0112,68.0112,68.0112,0.6128,0.6128
2020-05-04 00:30:00,1.3776,9.5987,15.1071,32.358,203.4732,259.7628,535.8604,1022.8202,3699.0818,69.6429,69.6429,69.6429,69.6429,69.6429,69.6429,0.5738,0.5738
2020-05-04 01:00:00,1.3689,9.2271,15.0799,32.2626,203.4363,260.5515,535.3797,1025.6224,3666.7253,64.9293,64.9293,64.9293,64.9293,64.9293,64.9293,0.5511,0.5511
2020-05-04 01:30:00,1.3689,8.8257,14.8559,32.2001,202.77,259.6721,536.7502,1020.0275,3643.9255,65.5531,65.5531,65.5531,65.5531,65.5531,65.5531,0.5265,0.5265
2020-05-04 02:00:00,1.356,8.731,14.8604,32.2231,204.4849,258.2513,538.3637,1021.2709,3642.7485,66.6884,66.6884,66.6884,66.6884,66.6884,66.6884,0.5177,0.5177
2020-05-04 02:30:00,1.3439,8.6543,14.8465,32.1443,205.0683,255.964,539.5396,1015.1999,3641.8514,64.2906,64.2906,64.2906,64.2906,64.2906,64.2906,0.4972,0.4972
2020-05-04 03:00:00,1.3457,8.8445,15.0097,32.3253,208.6602,255.7184,542.9576,1019.9621,3662.3242,64.3021,64.3021,64.3021,64.3021,64.3021,64.3021,0.4967,0.4967
2020-05-04 03:30:00,1.352,8.7614,15.3353,32.3071,210.6667,255.4756,547.0581,1029.5704,3712.0595,66.7712,66.7712,66.7712,66.7712,66.7712,66.7712,0.5013,0.5013
2020-05-04 04:00:00,1.3685,8.9098,16.2101,32.8074,216.7166,257.2671,552.6415,1040.3112,3754.6707,65.294,65.294,65.294,65.294,65.294,65.294,0.5134,0.5134
2020-05-04 04:30:00,1.387,9.6404,16.8871,33.3326,223.3701,264.2998,564.8759,1057.9356,3783.7757,66.1181,66.1181,66.1181,66.1181,66.1181,66.1181,0.5064,0.5064
2020-05-04 05:00:00,1.4497,10.621,17.9784,34.3754,234.2225,274.7574,591.5323,1081.2752,3809.0353,65.7765,65.7765,65.7765,65.7765,65.7765,65.7765,0.5188,0.5188
2020-05-04 05:30:00,1.4689,11.4913,19.1338,35.2372,241.6856,281.8165,609.6312,1100.6171,3844.58,63.3658,63.3658,63.3658,63.3658,63.3658,63.3658,0.5418,0.5418
2020-05-04 06:00:00,1.4877,11.6412,20.7704,35.8434,251.9252,289.5185,633.1837,1133.8463,3847.8531,47.806,47.806,47.806,47.806,47.806,47.806,0.568,0.568
2020-05-04 06:30:00,1.5529,11.1397,21.9508,36.3942,256.9562,292.5792,642.8814,1137.9064,3772.4307,42.8572,42.8572,42.8572,42.8572,42.8572,42.8572,0.5742,0.5742
2020-05-04 07:00:00,1.6574,10.2791,23.0282,37.4384,259.9787,293.28,667.3355,1136.8358,3721.3895,43.4917,43.4917,43.4917,43.4917,43.4917,43.4917,0.5862,0.5862
2020-05-04 07:30:00,1.7492,8.7979,24.2079,37.897,261.068,289.5395,680.9275,1137.098,3791.6907,41.5178,41.5178,41.5178,41.5178,41.5178,41.5178,0.5964,0.5964
2020-05-04 08:00:00,1.8696,7.641,25.4626,38.5506,263.4232,283.1368,698.5095,1137.9109,3814.9701,44.8892,44.8892,44.8892,44.8892,44.8892,44.8892,0.5962,0.5962
2020-05-04 08:30:00,1.9588,6.9208,26.6768,38.8625,265.3587,280.0415,706.8288,1134.8664,3819.4184,42.7156,42.7156,42.7156,42.7156,42.7156,42.7156,0.618,0.618
2020-05-04 09:00:00,2.0142,6.4853,27.287,39.5549,267.9888,273.8027,714.9412,1144.4316,3821.7749,42.0536,42.0536,42.0536,42.0536,42.0536,42.0536,0.6182,0.6182
2020-05-04 09:30:00,2.0514,6.3131,28.2317,40.3182,270.8788,273.2855,721.566,1154.3314,3827.618,50.4185,50.4185,50.4185,50.4185,50.4185,50.4185,0.6246,0.6246
